Golfer,Year,Player,AvgApproachGT100,AvgApproachLT100,AvgBallSpeed,AvgClubheadSpeed,LaunchAngle,ProxToHoleARG,Putt10_15Made,Putt15_20Made,PuttGT20Made,PuttLT10Made,SandSave,SpinRateOTT,Winner,StrokeAverage
Tyrrell Hatton,2018,Tyrrell Hatton (2018),34.75,18.08,172.56,115.69,12.1,6.75,32.65,26.87,5.59,88.28,54.65,2630.5,0,70.091
Tyrrell Hatton,2019,Tyrrell Hatton (2019),31.67,14.75,172.01,115.53,10.5,7.25,25,19.51,6.9,86.98,53.76,2536.8,0,70.585
Vaughn Taylor,2016,Vaughn Taylor (2016),29.92,15,161.92,107.07,12.63,7.08,33.75,10,4.37,85.81,50.42,2357.8,0,71.028
Vaughn Taylor,2017,Vaughn Taylor (2017),32.17,15.33,160.5,106.95,13.51,7.92,33.33,14.88,9.03,87.12,55.8,2500.5,0,71.044
Vaughn Taylor,2018,Vaughn Taylor (2018),31,14.33,160.07,107.04,13.15,7.58,30.96,25.16,6.47,86.42,47.65,2343,0,70.692
Vaughn Taylor,2019,Vaughn Taylor (2019),31.25,15.5,162.27,108.23,12.75,7.17,32.53,26.75,8.33,88.74,56.69,2736.5,0,70.45
Vijay Singh,2015,Vijay Singh (2015),31.42,16.42,166.6,112.19,11.34,6.83,26.37,16.41,5.75,86.26,51.16,2464.6,0,70.761
Vijay Singh,2016,Vijay Singh (2016),33.25,18.83,163.59,109.93,11.14,7.33,30.22,14.96,7.63,86.88,42.97,2227.5,0,71.057
Webb Simpson,2015,Webb Simpson (2015),30.58,13.33,163.6,111.6,11.45,6.08,26.88,20.49,6.59,86.14,59.2,2499.3,0,70.31
Webb Simpson,2016,Webb Simpson (2016),31.08,18.67,164.62,111.69,11.14,6.92,31.88,16.22,6.75,84.96,53.44,2466.6,0,70.359
Webb Simpson,2017,Webb Simpson (2017),31.67,15.25,163.1,109.97,11.36,6.67,27.98,21.76,7.16,87.86,61.49,2388.5,0,70.018
Webb Simpson,2018,Webb Simpson (2018),31.83,13.75,164.95,110.89,11.89,6.92,33.47,22.93,7.37,89.83,62.91,2570.6,1,69.293
Webb Simpson,2019,Webb Simpson (2019),32.33,16.25,165.1,110.26,11.75,6.83,34.48,20,9.64,88.48,62.96,2294.9,0,69.378
Wes Roach,2016,Wes Roach (2016),31.33,17.83,168.52,112.32,11.06,7.75,26.92,19.4,7.66,88.03,43.68,2323,0,71.7
Wes Roach,2019,Wes Roach (2019),32.25,18.83,166.97,111.07,11.09,7.42,31.65,14.95,5.19,89.31,40.66,2562.8,0,71.228
Wesley Bryan,2017,Wesley Bryan (2017),31.25,13.92,163.17,109.52,9.75,6.83,34.25,22.79,8.8,87.77,55.33,2721.6,1,71.062
Wesley Bryan,2018,Wesley Bryan (2018),30.75,13.08,163.44,108.78,12.03,6.33,29.37,20.39,9.09,88.04,49.58,2389,0,71.552
Whee Kim,2015,Whee Kim (2015),30.08,16.17,163.86,111.74,11.19,7.25,31.46,23.17,7.83,85.82,44.57,2521.4,0,71.097
Whee Kim,2016,Whee Kim (2016),34.83,16.5,165.65,111.35,11.02,7.83,29.29,16.8,4.27,87.9,41.98,2338.3,0,71.472
Whee Kim,2017,Whee Kim (2017),33.42,18.5,167.08,112.95,12.88,7.42,38.64,25.42,8.17,87.74,53.33,2477.1,0,70.964
Whee Kim,2018,Whee Kim (2018),31,19.83,163.98,109.67,12.28,8.17,36.36,15.58,11.14,87.28,61.82,2504.3,0,71.477
Whee Kim,2019,Whee Kim (2019),30.92,15.5,161.52,109.19,11.7,8.33,24.06,20.43,6.98,88.95,45.53,2660.4,0,72.474
Will MacKenzie,2016,Will MacKenzie (2016),32.25,15.25,164.25,109.77,12.52,7.33,23.24,17.52,5.93,86.35,46.4,2232.6,0,71.402
Will Wilcox,2015,Will Wilcox (2015),30.67,19.08,173.18,116.92,8.03,7.5,27.78,24.05,8.79,87.82,63.08,2642.1,0,69.804
Will Wilcox,2016,Will Wilcox (2016),32.25,17.42,170.26,115.16,8.56,7.5,27.45,21.21,5.9,87.57,42.86,2628.3,0,71.055
William McGirt,2015,William McGirt (2015),31.42,16.58,163.52,111.54,8.99,7.17,35.69,20.1,5.5,87.26,53.42,2949.6,1,70.647
William McGirt,2016,William McGirt (2016),32.67,19,165.95,111.72,9.59,8.08,33.91,20.67,6.87,89.13,47.85,2777.4,0,70.393
William McGirt,2017,William McGirt (2017),34.17,19.42,164.54,110.73,10.22,8.25,29.74,15.71,4.54,87.86,46.77,2830.4,0,71.151
William McGirt,2018,William McGirt (2018),32,18.92,165.07,110.35,10.02,7.5,31.63,16.9,7.71,88.93,53.28,2740,0,70.791
Wyndham Clark,2019,Wyndham Clark (2019),35.33,18.42,181.55,121.07,9.68,7.17,35.59,24.29,4.59,91.06,55.91,2879.4,0,70.595
Xander Schauffele,2017,Xander Schauffele (2017),33.33,16,174.34,118.34,11.56,8.08,33.49,18.31,9.5,89.12,53.91,2443.6,1,70.163
Xander Schauffele,2018,Xander Schauffele (2018),32.58,15.67,174.34,117.61,11.87,7.75,28.5,20.15,7.64,87.84,48.4,2612.5,0,70.486
Xander Schauffele,2019,Xander Schauffele (2019),32.17,14.33,178.67,120.38,9.46,7.17,31.69,22.47,8.15,87.91,55.65,2607.6,1,69.836
Xinjun Zhang,2018,Xinjun Zhang (2018),33.5,17.92,169.29,114.95,11.07,8.08,28.77,16.35,6.86,85.62,49.23,2747.4,0,71.486
Zac Blair,2015,Zac Blair (2015),33.58,17.08,158.92,108.72,11.33,6.92,33.33,23.53,8.18,88.91,60.39,2892.1,0,70.714
Zac Blair,2016,Zac Blair (2016),35.42,17.17,156.36,107.01,13.12,7.17,31.02,19.58,7.76,87.54,48.37,2462.4,0,71.49
Zac Blair,2017,Zac Blair (2017),33.17,19.17,157.43,105.85,13.1,6.75,32.69,21.79,11.21,85.37,56.29,2568.4,0,71.007
Zac Blair,2018,Zac Blair (2018),33.83,17.92,158.44,107.9,12.18,7,27.91,21.69,8.02,87.46,61.63,2798.2,0,71.215
Zach Johnson,2015,Zach Johnson (2015),31.42,15.58,160.82,107.74,13.07,6.92,28.16,21.23,8.82,87.42,56.25,2363.4,0,69.753
Zach Johnson,2016,Zach Johnson (2016),32,12.67,158.62,106.13,13.4,6.83,30.32,23.45,9.88,88.67,53.68,2284.7,0,70.364
Zach Johnson,2017,Zach Johnson (2017),32.58,15.67,161.46,108.36,13.15,7.42,30,23.53,7.97,88.74,51.64,2350.8,0,70.393
Zach Johnson,2018,Zach Johnson (2018),30.75,15,164.14,110,12.3,6.92,30.7,19.08,8.35,88.33,52.98,2548.7,0,69.911
Zach Johnson,2019,Zach Johnson (2019),32.17,19.67,164.79,109.96,11.26,7.17,31.61,14.85,7.38,87.54,54.08,2667.7,0,70.644
Zecheng Dou,2018,Zecheng Dou (2018),33.33,18.42,165.76,116.53,11.04,8.25,24.27,8.45,8.53,85.82,46.51,2772.3,0,72.773
Ángel Cabrera,2015,Ángel Cabrera (2015),33.25,27.25,175.1,117.14,10.33,8.67,21.54,21.43,7.32,86.16,42.06,2705.1,0,71.734
Ángel Cabrera,2016,Ángel Cabrera (2016),34.92,20,171.61,115.59,10.6,8.75,30.37,15.74,7.02,86.77,42.86,2669.3,0,72.175
